source_log,instance,step,elapsed_seconds,current_action,proposed_action,network_argmax_action,max_visit_count,number_tied_at_max_visits,tie_break_reason,current_policy_rank,proposed_policy_rank
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2223,3721.4963660240173,85,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2224,3722.919590473175,85,111,111,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2225,3724.893092393875,87,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2226,3726.9933619499207,88,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2227,3728.869507074356,89,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2228,3731.221011400223,90,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2229,3733.3240678310394,91,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2230,3735.2624237537384,92,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2231,3737.2963593006134,94,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2232,3739.428076982498,95,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2233,3740.887448787689,96,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2234,3749.976802587509,97,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2235,3751.6112937927246,98,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2236,3753.620574235916,99,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2237,3755.457477092743,100,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2238,3757.487568616867,101,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2239,3759.1982719898224,102,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2240,3760.6866524219513,103,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2241,3762.373649120331,105,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2242,3763.90979886055,106,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2243,3765.8853828907013,107,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2244,3767.7747116088867,108,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2245,3769.8615293502808,109,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2246,3772.109305381775,110,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2247,3774.386632680893,86,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2248,3776.781885623932,86,111,111,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2249,3778.611339569092,88,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2250,3780.35502409935,89,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2251,3789.4047956466675,90,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2252,3791.4692771434784,91,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2253,3793.569046497345,92,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2254,3795.649229288101,94,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2255,3797.3908774852753,95,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2256,3799.170758485794,96,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2257,3800.8056468963623,97,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2258,3802.2964391708374,98,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2259,3804.022349357605,99,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2260,3895.913138628006,100,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2261,3898.067576646805,101,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2262,3900.2421283721924,102,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2263,3902.22487282753,103,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2264,3904.307277917862,105,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2265,3906.1219398975372,106,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2266,3907.728658914566,107,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2267,3910.073843717575,108,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2268,3912.1294124126434,109,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2269,3914.2511513233185,110,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2270,3916.383651971817,87,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2271,3918.3273327350616,87,111,111,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2272,3920.4708054065704,89,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2273,3922.867529630661,90,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2274,3925.256927251816,91,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2275,3927.015295982361,92,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2276,3928.6853375434875,94,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2277,3937.9475162029266,95,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2278,3939.9805579185486,96,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2279,3941.9477922916412,97,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2280,3944.0983214378357,98,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2281,3946.2988147735596,99,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2282,3948.1681575775146,100,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2283,3950.0382962226868,101,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2284,3951.7203500270844,102,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2285,3953.43599152565,103,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2286,3955.3959765434265,105,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2287,3957.4286673069,106,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2288,3959.447636604309,107,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2289,3961.653925895691,108,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2290,3963.9404423236847,109,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2291,3966.420532464981,110,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2292,3968.390921831131,88,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2293,3969.990963459015,88,111,111,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2294,3979.0704996585846,90,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2295,3981.4168388843536,91,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2296,3983.5299565792084,92,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2297,3985.936557531357,94,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2298,3988.034365415573,95,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2299,3989.8803515434265,96,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2300,3991.64031291008,97,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2301,3993.3925166130066,98,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2302,3995.1823210716248,99,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2303,3997.125309944153,100,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2304,3999.3428428173065,101,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2305,4001.365323781967,102,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2306,4003.57745885849,103,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2307,4006.0104598999023,105,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2308,4060.2896683216095,106,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2309,4062.449339389801,107,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2310,4064.4606614112854,108,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2311,4066.7660059928894,109,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2312,4068.6543469429016,110,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2313,4070.7002367973328,89,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2314,4072.842047929764,89,111,111,5,5,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2315,4074.6983330249786,104,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2333,4121.0243673324585,75,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2334,4123.2721083164215,76,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2335,4125.393116950989,77,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2336,4127.491390943527,78,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2337,4130.1434416770935,79,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2338,4132.748707294464,80,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2339,4134.909138202667,81,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2340,4137.12558722496,83,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2341,4146.643475532532,84,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2342,4148.881729602814,85,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2343,4151.023988485336,86,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2344,4153.335345029831,87,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2345,4155.745068311691,88,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2346,4158.146251678467,91,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2347,4160.4454433918,92,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2348,4162.508457899094,94,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2349,4164.7573227882385,95,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2350,4166.83042883873,96,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2351,4168.899300575256,97,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2352,4170.989707946777,98,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2353,4173.250012636185,99,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2354,4175.783737421036,100,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2355,4178.319348812103,101,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2356,4219.880779504776,102,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2357,4221.973601102829,103,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2358,4224.196380853653,105,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2359,4226.344756126404,106,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2360,4228.446129798889,107,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2361,4230.247416496277,108,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2362,4232.011818885803,109,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2363,4234.031122922897,110,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2364,4235.945916891098,90,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2365,4238.2853746414185,89,111,111,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2366,4240.5979833602905,91,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2367,4242.505908727646,92,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2368,4244.310527563095,94,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2369,4246.061450004578,95,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2370,4247.867320775986,96,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2371,4250.037292957306,97,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2372,4259.619408607483,98,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2373,4261.501827001572,99,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2374,4263.620316028595,100,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2375,4265.943389177322,101,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2376,4267.971400976181,102,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2377,4269.857421875,103,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2378,4271.905737161636,105,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2379,4273.590419769287,106,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2380,4275.499957323074,107,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2381,4277.591357946396,108,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2382,4280.12344956398,109,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2383,4282.120001316071,110,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2384,4291.5498905181885,90,111,111,5,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2385,4293.53049492836,90,111,111,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2386,4295.494303226471,92,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2387,4297.6644966602325,94,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2388,4299.514548778534,95,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2389,4301.428946733475,96,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2390,4303.345477342606,97,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2391,4304.88352560997,98,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2392,4306.398011207581,99,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2393,4308.191538333893,100,111,111,5,4,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,2394,4310.576353788376,101,111,111,5,4,policy_prior,5,1
